name,reason
sample_00000732,"In the video, the screen shows a male character with a dark background. At the beginning of the video, he lowers his head, looks down with his eyes, and moves his mouth. This posture usually indicates a retreat or negative emotion, possibly due to inner pressure, anxiety, or depression. Over time, he lifts his head, looks directly at the other person, and his facial expression remains unchanged. At the end of the video, he speaks while nodding his head up and down, seemingly emphasizing his point of view or opinion. In the audio, the tone and intonation are relatively steady. When expressing ""what does it feel like to have it back in your mouth, what does it feel like,"" the character emphasizes ""what does it feel like,"" which may evoke nostalgia and sentimentality. In the text, the subtitle reads: ""You don't know, the familiar taste, what does it feel like to have it back in your mouth, what does it feel like."" This sentence may describe a memory or experience for the male character. Based on the video clues of the male character lowering his head and looking down, as well as his emphasis on ""what does it feel like"" and the nodding of his head at the end of the video, it can be inferred that he may have a nostalgic and sentimental emotion when describing the feeling of having the familiar taste back in his mouth. At the same time, the audio clue of the character's steady tone and intonation supports this inference."
sample_00000741,"In the video, we see a close-up of a character's face. The background is blurry, but it appears to be a battlefield. He is leaning against the sand, with a tired and somewhat painful expression on his face. His eyebrows are furrowed, his eyes are half-closed due to the strong wind and his mouth is slightly downturned, indicating that he is enduring some discomfort or pain. It can be inferred that this character may have gone through a difficult journey in the video and he may be facing a challenge, feeling like he has no chance of survival. In the audio, the character speaks slowly with a low tone and pauses between sentences. However, there is a hint of sadness and desolation in his voice, suggesting that the character may be making a significant decision and is about to leave this world. In the text, the subtitle reads: ""I am not honest either. I promised my wife that I would return to her safely, and she trusts me."" This sentence expresses the character's inner conflict and struggle. Based on the character's tired and pained facial expression in the video clues, as well as the slow, low-toned and sad voice in the audio clues, it can be inferred that this sentence may be the character's self-reflection and expression of inner conflict when facing a certain dilemma or challenge. The character mentions that he is not honest, which may imply that he has not fulfilled a promise or has hidden some facts in a certain situation. He mentions his wife's trust in him, which may suggest that he feels guilty and remorseful about his wife's trust, while also expressing his longing and desire to return to her. Overall, this sentence conveys the character's inner pain, struggle, and emotional attachment to his family."
sample_00000774,"In the video, at the beginning of the video, we see a lady. Her facial expression appears very pleasant, with the corners of her mouth upturned and her eyes slightly closed, as if she is smiling or speaking with a smile. Her expression conveys a sense of relaxation and happiness. We can infer that the lady has experienced a pleasant interaction or event in the video, and her emotional state overall is one of joy and satisfaction. She may be engaged in conversation with someone, sharing good news, or hearing something that made her happy. The entire scene gives a positive impression, filled with positive social interaction. In the audio, it is not possible to determine the emotional state of the person. In the text, the subtitle says, ""Okay, I know you're amazing. Sister hopes you achieve your dreams."" This sentence may be the lady's encouragement or blessing to someone nearby. Based on the joyful facial expression of the lady in the video and the inability to determine the emotional state of the person in the audio, we can infer that this sentence likely carries a positive emotion, possibly a form of praise or encouragement. The overall display of joy and happiness by the lady also supports this inference. Therefore, this sentence expresses the lady's recognition and blessing to someone nearby, aligning with her overall positive mood."
sample_00000788,"In the video, at the beginning of the video, we see a man wearing glasses. His facial expression is relatively calm, his gaze is focused, and his eyebrows are slightly furrowed, indicating seriousness. As the video progresses to the middle part, the man's gaze shifts to the side as if he is contemplating something, and then he speaks to the person opposite him, seemingly discussing something that requires recollection or thought. In the following scenes, the man's expression becomes serious, his eyebrows furrow even tighter, and his expression appears somewhat tense or displeased. His mouth is open, indicating that the topic has reached a more intense or crucial part. In the audio, the character's voice has a neutral tone and intonation, without emphasis or indication of emotional state. However, the pause between ""I found"" and ""someone is tracking us"" suggests that the character is collecting his thoughts before continuing to speak or is contemplating. In the text, the subtitle reads: ""Since I hired Zhang Wei to do planning for our company, I found that someone is always tracking us."" This sentence is likely spoken by the man while discussing a certain topic. Based on the visual clues of the man's serious expression, furrowed eyebrows, and open mouth, it can be inferred that this sentence may carry a sense of worry, tension, or displeasure. Additionally, the neutral tone of the character's voice in the audio, without emphasis or indication of emotional state, but with a pause between ""I found"" and ""someone is tracking us,"" suggests a sense of tension or concern. Therefore, this sentence may be the man expressing his concern and dissatisfaction about someone tracking them while discussing a topic that worries him."
sample_00000808,"In the video, the screen shows a middle-aged woman using the phone indoors. At the beginning of the video, her eyebrows slightly furrow and her facial expression is negative, which may indicate that she is having an unpleasant conversation or receiving some bad news. At the end of the video, her expression becomes even more negative, as if she is about to cry. In the audio, the volume is low and the tone carries a sense of despair and helplessness. Combined with the text content, it can also be felt that the character is quite scared. In the text, the subtitle says, ""What should I do? They are waiting at home. If I don't give them money, they won't leave."" This sentence expresses the confusion and helplessness of the female character. Based on the negative facial expression and the appearance of wanting to cry in the video clues, as well as the tone of despair and helplessness in the audio clues, we can infer that this sentence is the inner monologue of the female character when facing some difficulties or problems. She may be discussing an unsolvable problem and feeling very confused, helpless, and even scared. This sentence expresses her anxiety and distress."
sample_00000817,"In the video, in the opening scene, we see a woman sitting on a sofa, talking on her phone. Her facial expression is smiling, with her eyes slightly squinted and the corners of her mouth turned up, which usually indicates that she is feeling happy or enjoying the conversation. Her body posture appears relaxed, further reinforcing the impression that she is in a positive emotional state. As time passes, the second scene shows a similar setting to the first scene. The woman's expression and posture have hardly changed, she still maintains a smile and looks happy. This continuity suggests that her emotional state remains positive and happy throughout the video clip. In the audio, the tone is cheerful and positive. There is a gentle and caring tone, with a soft and soothing voice, and a hint of playfulness. In the text, the subtitle says, ""What's wrong, sweetheart, miss me?"" This sentence is likely a greeting or teasing from the woman to the person she is talking to. Based on the woman's smiling expression, relaxed body posture, continuous positive emotional state shown in the video clues, as well as the cheerful and positive tone described in the audio clues, we can infer that this sentence is a warm and gentle way of greeting, expressing the woman's care and closeness to the person she is talking to. Overall, this sentence aligns with the positive emotion displayed by the woman."
sample_00000823,"In the video, the screen shows a man wearing formal attire standing on stage, possibly performing or giving a speech. At the beginning of the video, his hand movements are quite exaggerated, with his right hand conducting and his head swaying from side to side. These body movements often accompany a sense of emphasis, indicating that the character is quite excited. At the same time, his facial expression appears serious. In the following scenes, he puts his hands down and closes his mouth, seemingly waiting for the audience's reaction. In the audio, the character speaks with a stutter, which usually expresses feelings of nervousness, anxiety, or unease, and needs to be analyzed in specific contexts. The character speaks at a fast pace, appearing quite excited. Based on the content, it can be inferred that the character's emotional state is dissatisfaction or anger. Evidence for this inference includes: 1. The repeated use of ""I"" indicates that the character emphasizes his own position and feelings when expressing his opinions and emotions. 2. The use of the phrase ""strongly disagree"" indicates that the character has a strong dissatisfaction or disagreement with the use of ""talent"". 3. The phrase ""you know"" in the last sentence may be a way of implying or expecting the other person to understand and resonate, implying the importance of the issue to the character and his emotional investment.The subtitle in the text says, ""I, I, I, I strongly disagree with the use of 'talent', you know."" This sentence may indicate the man's dissatisfaction or anger towards a certain issue or viewpoint. Based on the exaggerated body movements and serious facial expression of the man in the video clues, as well as the stuttering and fast pace of speech in the audio clues, we can infer that the man emphasizes his own position and feelings when expressing his opinions and emotions, possibly due to a strong dissatisfaction or disagreement with the use of ""talent"". The phrase ""you know"" in the last sentence may be a way of implying or expecting the other person to understand and resonate, implying the importance of the issue to the man and his emotional investment."
sample_00000839,"In the video, the screen shows a man wearing a suit standing on a stage with a blue background, which may indicate that he is giving a speech or performance. In the video, his hand movements are active, seemingly emphasizing or explaining a certain point. At the end of the video, his eyebrows form a puzzled expression, giving a sense of confusion. In the audio, the speech is fast-paced and the emotions are intense. Combined with the text content, it seems to carry a sense of accusation, and the character cannot understand the other person's behavior. In the text, the subtitle says, ""It's okay for you to go abroad, just go north, right?"" This sentence may be a kind of accusation or questioning from the man to someone. Based on the audio clue of fast-paced speech and intense emotions, as well as the video clue of the man's active hand movements and puzzled expression with raised eyebrows, we can infer that this sentence carries a sense of dissatisfaction or reproach. The man may not understand the other person's behavior of going abroad and wants them to go north, which may imply that the man is somewhat dissatisfied or disagrees with the other person's behavior."
sample_00000855,"In the video, we see a woman sitting on a sofa indoors. Her eyes are wide open, her mouth is wide open, and she has a furrowed brow. She has a serious expression and seems to be engaged in a heated argument. In the audio, the speech is fast-paced, loud, and with a high pitch, indicating that the person is quite excited. In the text, the subtitle reads, ""What lie? Did I deceive you? Can I create a child on my own?"" This sentence is likely said by the woman during the intense argument. Based on the serious and furrowed brow expression shown by the woman in the video, as well as the fast-paced, loud, and high-pitched tone described in the audio, we can infer that this sentence carries a sense of anger or excitement. The woman is likely defending herself and expressing her dissatisfaction and anger."
sample_00000877,"In the video, we see two characters having a conversation in an indoor setting, with the focus on a middle-aged woman. She has a direct gaze towards the other person, slightly parted lips, and a somewhat serious facial expression. In the audio, there seems to be a sigh at the end of the speech, indicating that the character's mood is heavy. In the text, the subtitle reads, ""Was the surgery successful?"" This sentence is possibly the middle-aged woman inquiring about the surgery's condition. Based on the serious expression and direct gaze of the woman in the video, as well as the sigh and heavy mood in the audio, we can infer that this sentence may carry a sense of worry or anxiety. The woman is likely very concerned about the outcome of the surgery, hence her serious expression and inquisitive tone."
sample_00000881,"In the video, the screen shows a woman indoors. In the video, her eyes are looking downward diagonally, while she puts the paper material in her hand on the table. Her facial expression is asymmetrical, with only one corner of her mouth lifted. This kind of asymmetrical expression is usually more complex and often related to negative emotions, suggesting a sense of helplessness in the character. In the audio, there are no valuable emotional clues provided. In the text, it is impossible to determine the emotional state based on the subtitle content."
sample_00000884,"In the video, at the beginning, a male character is shown, looking attentively at the other person, seemingly listening carefully. In the middle of the video, the male character slightly furrows his brow, with a slightly confused facial expression. His mouth moves slightly, seemingly expressing his own confusion to the other person. In the audio, the tone and intonation of the character are relatively calm. In the text, the subtitle says, ""Do you really think this is appropriate?"" This sentence may be a questioning or interrogative remark from the male character to the other person. Based on the video clues of the male character looking attentively at the other person, furrowing his brow and showing a confused facial expression, as well as the description of the character's calm tone and intonation in the audio, we can infer that this sentence may carry a tone of questioning or concern. The expression and tone of the male character suggest that he holds a certain level of doubt or skepticism towards the other person's actions or decisions, possibly considering them inappropriate."
sample_00000894,"In the video, the screen shows a female character leaning against the door. At the beginning of the video, her facial expression is negative, as if she is talking to someone opposite her. During the conversation, accompanied by raising her eyebrows, she seems to be emphasizing something to the other person. In the following scene, her gaze flicks to the left side, as if something is happening outside the door that caught her attention. Afterwards, her gaze returns to the other person, continuing the conversation. Overall, her emotional state is not positive. In the audio, the character's tone is questioning and accusatory, as if she no longer wants to have any involvement with the other person in the future. In the text, the subtitle says, ""What is there to say between us? Haven't you already moved to someone else's place happily? From now on, let's go our separate ways."" This sentence expresses the female character's dissatisfaction with the other person and her decision to end the relationship. Based on the audio clue describing the character's questioning and accusatory tone, as well as the video clue of the female character's negative facial expression and emphasizing gestures towards the other person, we can infer that this sentence carries a sense of anger or disappointment. The change in the female character's gaze also indicates her dissatisfaction or confusion about what is happening outside the door. Overall, this sentence expresses the female character's negative emotions and her decision to end the relationship."
sample_00000906,"In the video, in the opening scene, we see a woman sitting in an indoor environment. She has a slight frown and a drooping mouth, giving her a somewhat sad and thoughtful expression, overall giving the impression of being unhappy or concerned. As time passes, in the middle scene, she furrows her brow and turns her gaze to the side, looking directly at someone, with her mouth open as if speaking, seemingly engaged in a tense conversation. Her eyes reveal more unease and worry. In the audio, there is a sigh at the beginning. The character speaks slowly and with a low tone, displaying obvious stress, suggesting that the character is in a state of worry. In the text, the subtitle reads, ""But it doesn't need to cost two thousand!"" This sentence is possibly spoken by the woman during the tense conversation. Based on the video clues of the woman's melancholic, thoughtful expression, furrowed brow, and anxious and worried gaze, as well as the audio clues of the character's sigh, slow and low-toned speech, and evident sense of pressure, we can infer that this sentence may carry an anxious or worried tone. The woman may be expressing concern about something or hesitating about a decision."
sample_00000907,"In the video, the screen shows a male character with a dark background. In the video, there seems to be red marks on his neck, possibly bloodstains left after some conflict. His expression is twisted, appearing to be in pain and sadness. He makes a lot of head movements while speaking, implying that the character's emotions are intense. In the audio, the voice is deep and carries a bitter and resentful emotion. In the text, the subtitle says: ""Being a good son-in-law, I always get scolded by my wife, but I dare not scold her mother. Even when buying soy sauce, she suspects me of taking kickbacks."" This sentence may be the male character complaining about his marriage and family issues. Based on the distorted, painful, and sad expression of the male character in the video clues, as well as the low, bitter, and resentful emotion in the audio clues, we can infer that this sentence carries a sense of anger and dissatisfaction. The male character may be complaining about the lack of respect for his mother by his wife and her suspicion towards him, expressing his grievances and dissatisfaction."
sample_00000912,"In the video, the screen shows a man who is having a conversation with a woman opposite him. In the video, his gaze is directly facing the other person, and his facial expression does not show any obvious fluctuations, indicating that he is engaged in a serious conversation, possibly explaining a problem or expressing his thoughts. In the audio, combined with the text content, one can feel the character's concern and worry for others. In the text, the subtitle reads: ""No, I just came to see her. When I called her a couple of days ago, I heard that she has been working overtime recently."" This sentence shows the man's concern and worry for the woman. Based on the video clue of the man's direct gaze and lack of facial expression fluctuations, as well as the audio clue describing the character's concern and worry for others, we can infer that the man is expressing his concern and worry for the woman in this conversation, possibly asking if she has been overworking recently and if she needs any help or support. Therefore, this sentence expresses the man's caring and compassionate emotional state."
sample_00000927,"In the video, in the opening scene, we see a lady in an indoor environment. Her facial expression appears slightly serious, with a furrowed brow and tightly closed lips, as if she is attentively listening to a conversation on the phone. As time passes, in the middle scene, there is a noticeable change in the lady's expression. Her lips curve upwards, revealing a smile, and her eyes show relaxation and joy. This change may indicate that the conversation on the phone has become positive or that she has heard news that made her happy. The entire conversation process seems positive, making her feel happy. In the audio, the tone is gentle, with a slight rising intonation, and there is a sense of anticipation and joy in the speech. In the text, the subtitle says, ""Little worm, when will you come back?"" This sentence is likely what the lady said to the person on the phone. Based on the lady's facial expression change from seriousness to a smile in the video clues, as well as the description of a gentle tone with anticipation and joy in the audio clues, we can infer that this sentence is a greeting or expectation from the lady to an intimate person. The lady's expression and tone both show positive emotions, indicating her happiness and anticipation for the person's return."
sample_00000956,"In the video, we see a female character with slightly raised eyebrows, wide-open eyes, and a slightly open mouth, which are typical facial expressions of surprise or confusion. Her body posture seems to be slightly leaning forward, possibly indicating a more focused expression of her opinion. Taking these clues together, it can be inferred that the female character in the video may have experienced a conversation that surprised and confused her, and she is trying to express her feelings or opinions through facial expressions and body language. In the audio, the rising tone at the end of the speech and the use of ""啦"" suggest that the character's emotional state is more surprised. In the text, the subtitle content ""你在医院这几天你都谈上恋爱了"" (You've been dating in the hospital these days) may be the female character's evaluation or reaction to someone nearby. Based on the surprised and confused facial expressions shown by the female character in the video, as well as the slightly leaning forward body posture, it can be inferred that she may have heard a conversation in the video that surprised and confused her. At the same time, based on the rising tone and ""啦"" at the end of the character's speech in the audio, it can be inferred that the character's emotional state is more surprised. Therefore, this sentence may express the female character's surprise at the fact that someone nearby is dating during their time in the hospital, as conveyed through the subtitle content."
sample_00000958,"In the video, in the opening scene, we see a female character. Her facial expression is gentle, with a slight upward curve at the corners of her mouth, and she is smiling. Her gaze is downward, appearing soft and somewhat melancholic, possibly reminiscing or deep in thought. She is wearing an orange top, with a blurred cityscape in the background, possibly in an outdoor public place. As time passes, in the second scene we see, her smile remains evident, possibly indicating a sense of pleasure in her memories or positive emotional communication in a conversation. Overall, the emotional atmosphere in the video seems positive and warm. In the audio, the voice is soft, with a steady and affectionate tone. In the text, the subtitle reads: ""The person who understands me the most."" This sentence may be the female character's evaluation or expression towards someone. Based on the gentle facial expression, smile, and downward gaze of the female character in the video, it can be inferred that she has some positive emotions towards this person during the process of reminiscing or deep thinking. Additionally, the description of the soft voice, steady pace, and affectionate tone in the audio further supports this inference of positive emotions. Therefore, this sentence may be the female character's expression of praise or gratitude towards that person, aligning with the overall positive and warm emotional atmosphere in the video."
sample_00000960,"In the video, at the beginning of the video, we see a male character with a serious facial expression, slightly furrowed brows, slightly downturned corners of the mouth, direct eye contact, slightly open mouth, seemingly engaged in a serious and earnest conversation with someone. As the video progresses, the male character's expression becomes even more serious, with prominent forehead wrinkles, seemingly emphasizing his stance. In the middle part of the video, we see his gaze slightly looking downwards, seemingly contemplating or responding to the other person's words. Towards the end of the video, the male character furrows his brows tightly, with downturned corners of the mouth, displaying a sense of dissatisfaction. Taking these clues into consideration, we can infer that the male character in this video is possibly going through an argument. In the audio, there are no obvious pauses in the character's speech, the pace is fast, and overall the character seems to be excited. In the text, the subtitle reads: ""I've said it many times, I won't sing anymore. Before, you said to let me consider it. Why did you suddenly inform me today?"" This sentence expresses the male character's dissatisfaction and complaint. Based on the serious expression and dissatisfaction shown by the male character in the video clues, as well as the fast and excited pace in the audio clues, we can deduce that the male character is arguing with someone in this video and is unhappy with a certain decision or notification. The way this sentence is expressed also reflects his emotional state."
sample_00000972,"In the video, in the opening scene, we see a female character with a serious facial expression, tightly closed lips, and her gaze seems to be focused on an object outside the frame or listening to someone's words. As time passes, in the middle scene, the female character's expression changes, her eyes look slightly downward as if contemplating something, her mouth opens as if responding to someone, and the corners of her mouth slightly lift as if hearing some good news. The following scene shows a more obvious smile on the female character's face, with the corners of her mouth lifted and her eyes slightly squinted, showing her happiness.In the audio, at the beginning, the character's volume is low, as if contemplating something. Then, the character raises the volume and the tone reveals happiness.In the text, the subtitle says, ""Oh, alright, then, that's fine, let's do it here."" This sentence may be the female character's response to a suggestion or decision. Based on the facial expression of the female character in the video, changing from serious to contemplative and then to happy, as well as the audio clue of the character's volume increasing and the tone revealing happiness, we can infer that this sentence may be the female character accepting or agreeing to some good news or decision, expressing her joy and satisfaction."
sample_00000980,"In the video, we see a male character with a smile on his face, gentle eyes, and the corners of his mouth turned up, showing a pleasant or friendly emotion. This may indicate that the character's mood is positive, and he may be enjoying the conversation or the event that is happening. At the end of the video, the character smiles while bending over, expressing a sense of warmth through body language. In the audio, the character expresses gratitude with a positive tone. In the text, the subtitle says ""Thank you."" This sentence may be the male character expressing gratitude to someone or something. Based on the visual clues of the male character's smile, gentle eyes, and the corners of his mouth turned up, as well as the sense of warmth expressed through the bending over motion, it can be inferred that the male character's mood is positive and he may be enjoying the conversation or the event that is happening. Additionally, based on the audio clue of the character expressing gratitude with a positive tone, it can further confirm that this sentence is the male character expressing gratitude to someone or something."
sample_00000987,"In the video, in the opening scene, we see a female character staring directly at a closed door, with her mouth slightly open. It seems like the person she wants to communicate with has locked themselves in the room and doesn't want to see her. At the end of the video, the female character takes off her coat, opens her mouth wide, and her facial expression appears very angry. It seems like she is having a heated argument with the person inside the room. Overall, we can infer that the female character is possibly going through a tense conversation or debate in the video, and her emotional state seems serious and angry.In the audio, the speed is fast, and the tone is sharp and aggressive, giving the impression that the character is blaming the other person.In the text, the subtitle says, ""This is the right of a girlfriend and the duty of a boyfriend. Can't stand it, then forget it."" This sentence is likely said by the female character during the intense argument with the person inside the room. Based on the angry facial expression of the female character in the video clues, as well as the description of fast speed, sharp tone, and aggressiveness in the audio clues, we can infer that this sentence carries a sense of anger and dissatisfaction. The female character may be emphasizing her rights and the other person's obligations, expressing her unwillingness to tolerate the other person's attitude. Overall, this sentence aligns with the serious and angry emotional state displayed by the female character in the video."
sample_00001000,"In the video, the screen shows a man wearing a white coat and a tie, presumably a doctor. The scene is indoors, likely in a hospital. In the video, he frowns tightly, with drooping corners of his mouth, and his facial expression is serious and negative, indicating that he may have encountered something bad or difficult. His mouth moves, and his eyes do not directly meet the other person's gaze, suggesting that he is thinking and responding at the same time. At the end of the video, he turns his head to look at the other person, which may indicate that he is earnestly explaining a point or providing information to them. In the audio, the voice is serious and firm, indicating that a serious conversation is taking place. Combined with the text content, it seems that he is affirming the rational behavior of the family members. In the text, the subtitle says, ""The family members are relatively rational. They didn't completely shut the door and didn't unilaterally go to the media."" This sentence may be the doctor's evaluation or reaction to the family members. Based on the serious and firm tone described in the audio clues, as well as the doctor's serious facial expression and thoughtful actions in the video clues, we can infer that this sentence may carry a tone of recognition or appreciation. Therefore, this sentence may be the doctor's affirmation of the rational behavior of the family members, believing that they did not overreact or take inappropriate actions, which aligns with the overall serious and professional attitude displayed by the doctor."
sample_00001009,"In the video, we see a close-up of a male character's face. At the beginning of the video, his brows are furrowed, veins on his head are prominent, and his facial muscles are tense, giving a negative emotional state. His downward gaze gives a sense of dominance over the other person, creating an intimidating feeling. At the end of the video, his mouth opens wide and his facial expression becomes fierce, suggesting a heated argument or a threat towards the other person. In the audio, initially, the character's voice is monotonous without any intonation or emphasis. Later on, the character's voice becomes aggressive, speaking faster with an excited tone, expressing inner anger.In the text, the subtitle says, ""Be a dog, be a donkey, be an animal, hit me."" This sentence may be a threat or insult from the male character towards the other person. Based on the video clues of the male character's furrowed brows, tense facial muscles, and fierce facial expression, it can be inferred that his emotional state is very negative, possibly anger or a threatening emotion. Additionally, based on the audio clues of the character's aggressive voice, increased speech speed, and excited emotion, it can further confirm his emotions as anger and excitement. Therefore, this sentence expresses the male character's anger and threat."
sample_00001025,"In the video, at the beginning of the video, we see a woman and a man sitting in an office. The woman is sitting in front of a computer, looking at the screen, and her mouth is slightly open as if she is speaking, seemingly explaining or discussing a topic. As the video progresses to the middle part, we see the woman looking at the man, with a slight smile on her lips, seemingly further explaining a point to him. At the end of the video, the woman's expression becomes relaxed, with a more obvious smile on her lips, and her eyes look to the side, as if responding to a comment or question from the man. This expression and posture are usually associated with pleasant conversation or positive interaction. In the audio, the tone is calm and soothing, with a playful tone at the end of the speech. Overall, the voice of the character expresses a sense of excitement and anticipation. In the text, the subtitle reads: ""I just have a little bit of work to finish, and then I'll take a leave."" This sentence may be the woman explaining her work situation and leave plans. Based on the woman's expression and posture in the video clues, as well as the excitement and anticipation conveyed by the character's voice in the audio clues, we can infer that this sentence may have a relaxed and cheerful tone. The woman's smile and the action of looking at the man's eyes demonstrate her relaxed attitude towards work and anticipation for taking a leave, which aligns with the overall joyful mood presented."
sample_00001036,"In the video, we see a man sitting indoors, and the background appears to be an office or a home environment. His facial expression is serious, with slightly widened eyes, direct eye contact, raised eyebrows, and noticeable movement of the mouth, as if making a strong statement or reaction. In the audio, the character speaks quickly with an aggressive tone, and the voice is filled with anger. In the text, the subtitle says, ""What's wrong? In my opinion, you shouldn't have let that Yuanhao be a substitute."" This sentence may be the man's criticism or dissatisfaction with a decision or action. Based on the serious facial expression, direct eye contact, raised eyebrows, and noticeable movement of the mouth in the video clues, as well as the fast speech, aggressive tone, and angry voice in the audio clues, we can infer that this sentence carries a sense of anger and dissatisfaction. Therefore, this sentence may express the man's strong dissatisfaction and criticism towards a decision or action."
sample_00001039,"In the video, we see a woman sitting at a table with her arms crossed, tilting her head back, and moving her mouth with large gestures. Her facial expression appears serious, as if she is arguing with someone. At the end of the video, her mouth droops downwards, and she turns her head away, indicating that she doesn't want to engage with the other person and seems reluctant to continue the argument. In the audio, the character speaks quickly without pauses in between, sounding quite excited.In the text, the subtitle reads: ""Well, you can wait a bit. I don't have time to move your car. I'm busy here."" This sentence could be the woman's response or refusal to the other person. Based on the serious expression, drooping mouth, and turning away from the other person in the video, it can be inferred that she may be feeling dissatisfied or annoyed. Additionally, based on the fast-paced speech without pauses in the audio, it can be inferred that her tone may be impatient or frustrated. Therefore, this sentence expresses the woman's dissatisfaction and refusal towards the other person, with a certain sense of impatience."
sample_00001043,"In the video, we see a female character having a conversation with a male character. Her mouth movements are large and her hand gestures are noticeable, indicating that she is emphasizing her point. Overall, the female character seems to be engaged in a heated argument with the other person. In the audio, there are no pauses between sentences, the pace is fast, and the volume is high, indicating excitement. In the text, the subtitle says, ""I'm telling you, it's not easy for a divorced woman with children to find a partner. It's not as easy as you think."" This sentence expresses the female character's view on the difficulty and lack of ease in finding a partner. Based on the visual cues of the female character's large mouth movements and noticeable hand gestures, as well as the overall display of intense argumentative emotions, and the audio cues of no pauses between sentences, fast pace, high volume, and excited tone, we can infer that the female character is expressing anger, dissatisfaction, or excitement in this sentence, emphasizing her point."
sample_00001049,"In the video, the screen shows a young woman holding a phone in one hand and facing the screen outward, looking at someone off-screen, presumably trying to show the person a message on the phone. She seems to be in an indoor environment, possibly at night, as the background appears dim. From her facial expression, she has a slight smile, and as time passes, her smile becomes more obvious and radiant. Overall, she is engaged in a pleasant conversation. In the audio, at the beginning, the character makes a noticeable sound of exhaling through the nose, which is likely a laughter sound made by the character. In the latter part, the character's voice is soft and playful, indicating a mischievous tone. Overall, the character's emotional state is happy. In the text, the subtitle says, ""You don't look good on camera."" This sentence is likely the female character's evaluation or reaction to the person off-screen. Based on the audio clue describing the character's laughter sound made through the nose and the video clue of the woman character smiling and her smile becoming more obvious and radiant, we can infer that this sentence may have a teasing or joking tone. Therefore, this sentence is likely not a negative evaluation but a humorous expression that aligns with the overall joyful mood displayed by the female character."
sample_00001055,"In the video, the screen shows two characters, a male and a female, who seem to be engaged in a conversation. The scene appears to be indoors, and we primarily analyze the emotions of the woman. Her eyebrows are slightly furrowed, and her facial expression appears tense and displeased. Her mouth is open, indicating that she is emphasizing a certain point. Her gaze is directly focused on the male, suggesting that she may be directly communicating with him. However, the male's gaze is downward, seemingly trying to avoid communication with the woman. This situation often implies that the woman is accusing the man, and this discussion may not be pleasant. Overall, a tense atmosphere can be felt, indicating that there may be differences or disputes between the two characters, and the woman's emotional state may be irritated and angry.In the audio, the character speaks at a fast pace and with a loud volume. The beginning ""哎"" carries a sense of accusation.In the subtitles of the text, it says, ""哎，好奇怪啊，我又没跟你结婚，你干嘛要管这么严。” This sentence expresses the woman's dissatisfaction and anger towards the man. Based on the video clues of the woman's tense and displeased facial expressions, as well as her action of opening her mouth to emphasize a point, it can be inferred that she is accusing and complaining to the man. At the same time, the audio clue of the character speaking at a fast pace and with a loud volume, along with the accusatory meaning of the beginning ""哎,"" further supports the woman's angry emotions. Therefore, this sentence expresses the woman's dissatisfaction and anger towards the man's excessive interference in her behavior."
sample_00001068,"In the video, the opening scene shows a male character who is focused and looking at someone off-screen. His mouth moves slightly and his facial expression is not relaxed or positive, suggesting that he is engaged in a serious conversation. In the middle of the video, his blinking speed increases, indicating disbelief in what he is seeing. At the same time, he moves closer to the other person, possibly emphasizing his point or expecting a response. In the audio, the character's tone and intonation are relatively calm. In the text, the subtitle says, ""By the way, how do you know how to speak Chinese?"" This sentence could be the male character's inquiry or surprised reaction to another person. Based on the video clues of the male character's increased blinking speed and moving closer to the other person, as well as the audio clue of the character's calm tone and intonation, we can infer that this sentence may carry a sense of surprise or curiosity. The male character may be surprised or amazed that the other person can speak Chinese, hence asking this question."
sample_00001072,"In the video, a woman is sitting indoors, holding a phone in one hand and seemingly wiping sweat with a towel in the other hand. It is possible that she just finished exercising and received a call. She has a smile on her face, suggesting that she may have heard some good news from the phone call. In the audio, the character's tone and intonation are relatively calm. In the text, the subtitle says, ""Well, okay."" This sentence could be the woman's response or reply to the other person on the phone. Based on the woman's smiling and happy expression in the video clues, as well as the description of the character's calm tone in the audio clues, we can infer that this sentence may carry an attitude of acceptance or agreement. Therefore, this sentence is likely the woman accepting or agreeing with the decision made by the other person on the phone, which aligns with the overall positive mood displayed by the woman."
sample_00001073,"In the video, the screen shows a woman with a blurred indoor background, soft lighting, and distant light spots, indicating it may be a social gathering at night. In the video, her facial expression is gentle, with a slight upward curve at the corners of her mouth. Her gaze is direct towards the other person, and her mouth is moving, suggesting she is engaged in a friendly conversation. Her hands are folded on the table, further indicating her comfort and relaxation. Based on these visuals, it can be inferred that the woman in the video is having a pleasant conversation with someone in a social setting, and her emotional state is relaxed and happy. In the audio, the character's tone is gentle and the speech rate is steady. In the text, the subtitle says, ""You look different now, and I like it."" This sentence may be the woman's evaluation or reaction to the other person. Based on the audio clue of the character's gentle tone and steady speech rate, as well as the visual clues of the woman's gentle facial expression, direct gaze towards the other person, and hands folded on the table, we can infer that this sentence may be the woman's appreciation and liking for the pleasant and relaxed state displayed by the other person in the social gathering. Therefore, this sentence expresses the woman's recognition and liking of the other person's positive emotions."
