name,discrete,valence
sample_00006442,angry,-1.75
sample_00005622,neutral,1.5
sample_00003752,happy,1.75
sample_00003254,sad,-3.5
sample_00006030,neutral,0.0
sample_00004501,happy,2.5
sample_00000241,angry,-4.5
sample_00000596,worried,-1.5
sample_00005892,neutral,0.0
sample_00003429,angry,-2.0
sample_00000059,neutral,-0.75
sample_00001549,happy,2.75
sample_00000919,worried,0.0
sample_00002128,worried,0.0
sample_00005013,angry,-4.0
sample_00001953,sad,-1.0
sample_00000781,neutral,0.75
sample_00000171,neutral,0.25
sample_00003729,angry,-2.25
sample_00003693,angry,-3.75
sample_00002004,happy,2.0
sample_00003041,neutral,-0.25
sample_00004747,neutral,0.25
sample_00002178,happy,1.5
sample_00004688,worried,-1.5
sample_00001487,angry,-2.5
sample_00006780,angry,-1.5
sample_00005750,happy,2.25
sample_00002488,neutral,-0.5
sample_00000337,angry,-3.5
sample_00005469,sad,-3.5
sample_00002775,angry,-2.75
sample_00002892,sad,-1.5
sample_00000441,worried,-2.0
sample_00000523,sad,-4.5
sample_00006005,neutral,0.25
sample_00003371,happy,1.25
sample_00006985,worried,-0.75
sample_00006809,angry,-3.25
sample_00004570,angry,-2.25
sample_00006160,neutral,0.0
sample_00004813,angry,-3.0
sample_00002932,happy,1.25
sample_00004498,neutral,0.0
sample_00004476,sad,-3.5
sample_00006385,neutral,-0.25
sample_00000430,neutral,0.25
sample_00002772,angry,-1.5
sample_00003968,sad,-2.25
sample_00006346,sad,-4.25
sample_00005976,angry,-1.75
sample_00003251,neutral,-0.25
sample_00001844,worried,-0.75
sample_00001405,happy,1.75
sample_00003299,neutral,0.25
sample_00004824,neutral,-0.25
sample_00006895,happy,2.25
sample_00002243,happy,3.0
sample_00003862,angry,-3.5
sample_00003445,neutral,1.0
sample_00000006,angry,-3.25
sample_00000038,neutral,0.25
sample_00001715,neutral,0.25
sample_00004404,worried,-1.75
sample_00002073,sad,-1.5
sample_00000560,neutral,0.0
sample_00005377,angry,-2.0
sample_00004302,neutral,0.0
sample_00004161,angry,-3.0
sample_00004739,angry,-1.25
sample_00004241,angry,-3.0
sample_00002471,angry,-1.75
sample_00002029,angry,-2.5
sample_00000424,surprise,-1.5
sample_00000858,angry,-1.75
sample_00002492,worried,0.25
sample_00006586,neutral,0.0
sample_00000326,happy,2.75
sample_00000634,happy,2.0
sample_00002170,neutral,-0.25
sample_00002652,happy,2.25
sample_00005110,worried,-1.25
sample_00000399,angry,-3.5
sample_00002150,neutral,0.25
sample_00003751,neutral,0.25
sample_00005732,angry,-3.0
sample_00002946,neutral,-0.25
sample_00006210,sad,-2.25
sample_00006765,happy,1.25
sample_00001624,worried,-1.25
sample_00003278,angry,-2.5
sample_00005040,neutral,0.75
sample_00004594,neutral,1.0
sample_00005189,angry,-2.0
sample_00006995,angry,-2.75
sample_00004974,angry,-0.25
sample_00006955,surprise,-1.5
sample_00002012,angry,-2.75
sample_00005113,neutral,1.25
sample_00006766,neutral,-0.75
sample_00004248,worried,-0.5
sample_00002455,angry,-1.25
sample_00002507,angry,-1.5
sample_00003569,neutral,0.0
sample_00004644,worried,-2.0
sample_00006726,sad,-1.5
sample_00001603,angry,-1.5
sample_00005606,angry,-3.75
sample_00003014,sad,-3.5
sample_00002855,neutral,-0.5
sample_00000352,worried,0.0
sample_00001523,angry,-2.75
sample_00003527,sad,-3.25
sample_00001594,sad,-1.5
sample_00006119,worried,-1.25
sample_00001374,worried,-1.5
sample_00005680,neutral,0.25
sample_00002221,angry,-3.25
sample_00002426,happy,2.0
sample_00006191,neutral,-1.0
sample_00004785,neutral,-0.5
sample_00001517,surprise,1.25
sample_00004306,neutral,-0.25
sample_00001672,surprise,-1.75
sample_00001102,angry,-2.0
sample_00006969,surprise,2.25
sample_00006538,angry,-3.5
sample_00006430,worried,-0.5
sample_00001813,neutral,0.0
sample_00005034,worried,-1.5
sample_00003525,angry,-2.5
sample_00006289,angry,-4.0
sample_00001063,sad,-3.25
sample_00002326,sad,-3.0
sample_00002401,angry,-1.5
sample_00006409,angry,-3.0
sample_00000253,surprise,-1.0
sample_00002122,angry,-2.0
sample_00001665,angry,-1.25
sample_00004452,happy,1.75
sample_00004118,neutral,0.0
sample_00006898,neutral,0.25
sample_00006216,sad,-4.0
sample_00005134,sad,-2.0
sample_00000622,sad,-1.5
sample_00005179,worried,-0.25
sample_00003694,happy,1.0
sample_00000551,happy,1.0
sample_00007001,happy,1.5
sample_00006021,neutral,-0.5
sample_00002096,happy,2.0
sample_00005502,neutral,-0.25
sample_00003704,happy,2.5
sample_00002598,neutral,-0.75
sample_00003807,neutral,0.25
sample_00002348,surprise,1.0
sample_00002112,angry,-2.5
sample_00006556,sad,-3.25
sample_00002232,neutral,-0.75
sample_00003336,happy,2.75
sample_00000908,neutral,-0.5
sample_00004402,worried,0.0
sample_00002362,happy,1.5
sample_00004945,happy,2.25
sample_00001950,surprise,-0.5
sample_00001750,surprise,-0.5
sample_00000492,happy,2.5
sample_00000381,happy,1.5
sample_00004477,happy,1.5
sample_00002857,sad,-2.25
sample_00005527,worried,-0.75
sample_00001003,sad,-1.75
sample_00002508,worried,-1.0
sample_00002576,angry,-2.0
sample_00005099,angry,-3.25
sample_00000057,angry,-2.75
sample_00005997,happy,2.0
sample_00004669,worried,-2.0
sample_00003848,sad,-1.75
sample_00004089,happy,-1.0
sample_00003230,neutral,0.5
sample_00002072,sad,-3.25
sample_00000604,angry,-2.5
sample_00006877,neutral,0.0
sample_00006380,angry,-4.5
sample_00000138,angry,-2.75
sample_00001141,neutral,0.75
sample_00002533,neutral,0.25
sample_00005169,neutral,1.0
sample_00001091,angry,-2.75
sample_00004144,angry,-1.75
sample_00001325,neutral,1.0
sample_00005314,worried,0.75
sample_00003083,worried,-1.25
sample_00000321,angry,-3.5
sample_00000791,surprise,0.5
sample_00002482,worried,-1.75
sample_00004568,neutral,0.25
sample_00005386,neutral,0.0
sample_00005164,sad,-2.5
sample_00002877,happy,1.25
sample_00006975,worried,-1.0
sample_00000630,neutral,0.0
sample_00006919,angry,-2.25
sample_00004054,neutral,-1.25
sample_00005319,angry,-2.0
sample_00002595,happy,1.75
sample_00001452,surprise,-2.25
sample_00000527,neutral,0.0
sample_00000530,angry,-3.5
sample_00005446,happy,1.75
sample_00005270,neutral,-0.5
sample_00003724,angry,-3.75
sample_00003259,angry,-3.5
sample_00002199,worried,-0.75
sample_00003930,happy,2.25
sample_00004741,angry,-1.25
sample_00002008,angry,-4.5
sample_00002803,neutral,-0.5
sample_00002526,surprise,-0.75
sample_00002552,happy,0.0
sample_00000819,angry,-2.0
sample_00000684,happy,0.5
sample_00006447,worried,-1.5
sample_00006273,angry,-2.5
sample_00003210,surprise,-0.5
sample_00000263,neutral,0.75
sample_00004104,worried,-2.25
sample_00002088,happy,2.0
sample_00004484,angry,-4.0
sample_00001714,worried,-0.75
sample_00001023,sad,-3.0
sample_00000667,neutral,0.5
sample_00004730,surprise,2.75
sample_00004128,happy,1.0
sample_00001738,angry,-2.75
sample_00003630,neutral,-0.25
sample_00000348,worried,-1.5
sample_00001972,neutral,0.0
sample_00003951,surprise,-2.75
sample_00006636,angry,-1.0
sample_00003170,happy,2.75
sample_00002052,surprise,-0.75
sample_00000598,happy,0.5
sample_00004709,angry,-1.75
sample_00004602,angry,-2.75
sample_00004409,neutral,-1.0
sample_00001018,angry,-2.75
sample_00005160,angry,-3.75
sample_00003473,sad,-2.75
sample_00002138,sad,-2.0
sample_00002914,worried,-1.0
sample_00005948,happy,3.25
sample_00001320,angry,-1.25
sample_00002496,happy,1.75
sample_00004143,neutral,-0.25
sample_00004622,happy,1.5
sample_00002713,worried,0.0
sample_00006277,sad,-2.5
sample_00004372,worried,-1.0
sample_00000573,angry,-0.25
sample_00002850,neutral,0.5
sample_00004901,worried,-2.25
sample_00006150,angry,-2.75
sample_00006549,sad,-2.5
sample_00001977,neutral,0.0
sample_00006321,happy,0.75
sample_00004748,neutral,0.25
sample_00001434,neutral,-0.25
sample_00000500,neutral,1.5
sample_00004351,neutral,-0.75
sample_00000813,surprise,1.25
sample_00006513,worried,0.25
sample_00000065,worried,0.25
sample_00002101,angry,-1.75
sample_00000319,angry,-2.5
sample_00000279,neutral,0.25
sample_00003022,neutral,-0.25
sample_00002776,angry,-3.5
sample_00003868,neutral,-1.75
sample_00003725,angry,-2.75
sample_00003671,angry,-2.5
sample_00004412,surprise,-0.25
sample_00004963,angry,-2.0
sample_00002943,angry,-1.5
sample_00002146,worried,-1.75
sample_00004278,worried,-1.25
sample_00000266,angry,-3.0
sample_00001666,neutral,-1.0
sample_00002367,happy,3.5
sample_00004475,neutral,0.5
sample_00000641,happy,1.5
sample_00004556,neutral,0.0
sample_00006570,worried,-1.5
sample_00004019,sad,-1.75
sample_00006202,happy,1.75
sample_00002247,happy,2.5
sample_00003200,neutral,0.0
sample_00001332,angry,-2.5
sample_00004681,neutral,0.0
sample_00004162,worried,-1.75
sample_00004411,neutral,0.0
sample_00001277,neutral,0.0
sample_00000795,worried,-1.25
sample_00001742,angry,-1.25
sample_00000680,happy,2.25
sample_00004860,neutral,0.25
sample_00002069,happy,2.0
sample_00005014,neutral,0.25
sample_00002510,worried,0.25
sample_00000074,sad,-1.75
sample_00002950,angry,-2.0
sample_00002703,worried,-1.0
sample_00000902,happy,1.75
sample_00003864,worried,-2.0
sample_00006694,angry,-4.25
sample_00005873,neutral,0.25
sample_00006806,worried,0.0
sample_00003540,worried,0.0
sample_00002432,sad,-1.75
sample_00005041,angry,-1.5
sample_00005586,surprise,-0.75
sample_00003000,happy,1.25
sample_00005609,angry,-2.5
sample_00004482,angry,-2.0
sample_00005552,neutral,0.5
sample_00004796,angry,-2.75
sample_00000249,sad,-1.75
sample_00001402,neutral,-1.0
sample_00005271,worried,-0.75
sample_00000291,worried,-1.0
sample_00003708,sad,-2.5
sample_00003249,worried,-0.25
sample_00005505,sad,-2.5
sample_00003797,neutral,0.75
sample_00001878,happy,2.0
sample_00004663,worried,-0.75
sample_00002840,worried,0.25
sample_00005279,worried,-1.25
sample_00005196,angry,-1.5
sample_00002294,angry,-2.5
sample_00001407,angry,-2.75
sample_00001728,surprise,-1.25
sample_00002320,worried,-1.0
sample_00005974,sad,-1.0
sample_00005842,angry,-1.0
sample_00005303,angry,-4.0
sample_00000488,sad,-3.0
sample_00006083,worried,-1.0
sample_00001554,angry,-1.25
sample_00002686,neutral,-0.75
sample_00003066,happy,1.25
sample_00006629,worried,-1.25
sample_00003113,neutral,-1.25
sample_00006486,worried,0.0
sample_00001355,sad,-1.5
sample_00003942,neutral,0.75
sample_00001918,neutral,-0.25
sample_00006566,angry,-3.0
sample_00002074,happy,1.0
sample_00003753,happy,2.5
sample_00005366,happy,2.0
sample_00002918,surprise,-1.0
sample_00002162,neutral,0.5
sample_00005336,neutral,-0.25
sample_00002924,angry,-2.0
sample_00000812,angry,-2.25
sample_00004959,sad,-2.25
sample_00003225,neutral,0.5
sample_00001367,happy,2.5
sample_00006749,neutral,-0.5
sample_00006655,happy,2.5
sample_00006251,worried,-1.0
sample_00002608,sad,-1.75
sample_00002480,angry,-0.75
sample_00000228,angry,-1.75
sample_00006011,happy,1.25
sample_00000425,happy,-0.5
sample_00001396,neutral,-1.5
sample_00003970,sad,-2.25
sample_00000191,happy,1.25
sample_00001339,neutral,0.5
sample_00002728,neutral,-0.25
sample_00006165,worried,0.0
sample_00001703,angry,-3.25
sample_00005050,surprise,0.75
sample_00005316,neutral,-0.25
sample_00002858,neutral,0.25
sample_00004840,happy,0.75
sample_00001645,neutral,1.25
sample_00004929,neutral,1.75
sample_00003578,neutral,0.0
sample_00001246,neutral,0.75
sample_00003454,neutral,-1.75
sample_00005427,sad,-0.25
sample_00006883,neutral,-0.75
sample_00001481,happy,0.75
sample_00003386,worried,-0.25
sample_00006725,neutral,0.5
sample_00003072,happy,2.0
sample_00003301,angry,-1.75
sample_00005072,worried,-0.75
sample_00003701,happy,1.25
sample_00005578,worried,-1.0
sample_00000559,angry,-1.75
sample_00005356,worried,-0.5
sample_00005807,worried,-0.75
sample_00001187,sad,-3.5
sample_00004736,worried,-1.75
sample_00004286,happy,1.0
sample_00006803,worried,-1.0
sample_00005391,neutral,-0.25
sample_00006678,angry,-0.25
sample_00003305,angry,-2.75
sample_00004342,surprise,-1.0
sample_00004116,neutral,1.25
sample_00000498,worried,-0.75
sample_00001869,neutral,-0.5
sample_00005340,neutral,0.25
sample_00004050,neutral,-1.75
sample_00005888,angry,-3.0
sample_00000024,neutral,0.25
sample_00006490,neutral,-0.75
sample_00004281,sad,-2.0
sample_00006682,happy,1.0
sample_00002287,worried,-2.75
sample_00005608,happy,1.25
sample_00005482,surprise,-2.25
sample_00001415,happy,1.5
sample_00006573,angry,-2.0
sample_00006948,worried,-2.5
sample_00001737,angry,-1.5
sample_00006397,happy,3.0
sample_00004827,neutral,0.0
sample_00002369,worried,-2.0
sample_00002830,happy,2.0
sample_00005770,surprise,-0.5
sample_00005097,sad,-2.5
sample_00004093,surprise,-1.75
sample_00001410,neutral,-0.75
sample_00004678,angry,-4.0
sample_00004201,neutral,0.0
sample_00004970,neutral,-0.25
sample_00005589,worried,-0.75
sample_00002224,neutral,0.0
sample_00006960,neutral,-0.75
sample_00000731,neutral,-1.75
sample_00003017,happy,2.0
sample_00002502,angry,-2.75
sample_00001024,angry,-3.75
sample_00002048,angry,-0.5
sample_00004436,neutral,0.0
sample_00005603,sad,-1.0
sample_00006320,neutral,-1.0
sample_00003237,worried,-0.75
sample_00001428,sad,-2.5
sample_00001022,sad,0.0
sample_00006046,neutral,1.0
sample_00002545,angry,-3.5
sample_00003129,happy,0.25
sample_00002022,happy,2.5
sample_00000587,surprise,-2.0
sample_00001828,happy,1.75
sample_00001691,sad,-2.75
sample_00003550,worried,-0.25
sample_00006359,neutral,0.25
sample_00000911,neutral,1.0
sample_00006679,sad,-2.25
sample_00000231,neutral,0.0
sample_00006681,angry,-2.0
sample_00001791,neutral,0.0
sample_00006263,sad,-1.75
sample_00003477,neutral,0.5
sample_00004857,worried,0.0
sample_00006182,sad,-3.0
sample_00003687,angry,-2.5
sample_00003631,angry,-2.75
sample_00003207,neutral,0.75
sample_00000826,angry,-2.75
sample_00003389,neutral,0.5
sample_00000591,happy,1.5
sample_00003252,happy,1.0
sample_00003938,neutral,0.0
sample_00006117,neutral,-0.5
sample_00001161,neutral,1.25
sample_00000036,neutral,-0.5
sample_00000693,angry,-2.5
sample_00001685,angry,-3.25
sample_00000063,happy,2.0
sample_00003524,angry,-2.0
sample_00005776,angry,-2.25
sample_00003388,worried,-0.25
sample_00002197,neutral,0.25
sample_00001312,angry,-1.5
sample_00004487,neutral,-1.0
sample_00004459,neutral,-0.75
sample_00005660,happy,1.5
sample_00005979,neutral,0.0
sample_00003223,neutral,-0.5
sample_00002561,sad,0.25
sample_00006037,happy,1.75
sample_00000135,neutral,-0.25
sample_00005452,angry,-2.75
sample_00001923,worried,-1.5
sample_00000531,sad,-3.0
sample_00000831,angry,-4.0
sample_00001743,sad,-1.75
sample_00003289,angry,-2.25
sample_00005936,happy,1.25
sample_00003895,neutral,-1.75
sample_00003357,angry,-2.75
sample_00003836,angry,-3.25
sample_00001885,worried,-1.0
sample_00004440,happy,1.5
sample_00005082,neutral,1.0
sample_00001595,neutral,-0.25
sample_00004794,neutral,0.25
sample_00004470,worried,-1.25
sample_00003871,happy,0.0
sample_00000687,neutral,-0.5
sample_00003974,worried,-1.5
sample_00003215,happy,1.0
sample_00000771,happy,1.75
sample_00004551,happy,1.0
sample_00004179,worried,2.0
sample_00004876,sad,-2.75
sample_00002207,neutral,0.25
sample_00002114,happy,2.5
sample_00003048,happy,0.5
sample_00004823,angry,-2.0
sample_00001461,neutral,-0.25
sample_00001707,sad,-2.75
sample_00003981,neutral,-0.25
sample_00004567,worried,-2.0
sample_00000397,happy,2.0
sample_00002366,angry,-2.5
sample_00000030,happy,2.0
sample_00004375,sad,-4.0
sample_00004320,happy,1.5
sample_00005832,worried,-0.5
sample_00002185,sad,-2.0
sample_00005790,neutral,-0.25
sample_00006923,worried,-1.5
sample_00000309,angry,-2.75
sample_00004660,happy,1.75
sample_00005924,neutral,0.5
sample_00001488,angry,-2.25
sample_00004918,sad,-0.25
sample_00000850,angry,-1.5
sample_00004907,happy,1.75
sample_00006015,angry,-3.5
sample_00000259,angry,-1.25
sample_00005682,happy,1.75
sample_00000144,neutral,0.0
sample_00006123,neutral,-0.25
sample_00004576,happy,2.0
sample_00006370,neutral,0.0
sample_00000505,neutral,0.25
sample_00004749,neutral,-1.0
sample_00003189,worried,-1.75
sample_00006714,happy,2.5
sample_00003280,happy,2.25
sample_00000445,neutral,1.5
sample_00001236,sad,-3.5
sample_00006070,happy,0.0
sample_00003021,angry,-3.0
sample_00000190,sad,-2.5
sample_00000175,angry,-3.25
sample_00006366,angry,-1.5
sample_00004107,neutral,0.75
sample_00001908,surprise,-1.0
sample_00005302,angry,-1.5
sample_00001438,neutral,0.25
sample_00000206,happy,1.5
sample_00006776,angry,-1.0
sample_00005320,neutral,-0.25
sample_00002517,angry,-1.75
sample_00001248,worried,-0.5
sample_00002403,angry,-2.25
sample_00003106,neutral,-0.5
sample_00005685,neutral,0.75
sample_00000350,sad,-3.0
sample_00003195,angry,-1.0
sample_00005764,sad,-2.75
sample_00006249,worried,-1.75
sample_00006402,sad,-2.75
sample_00001114,neutral,0.25
sample_00000048,happy,2.75
sample_00000324,neutral,-0.5
sample_00001510,happy,2.25
sample_00000603,happy,1.5
sample_00002538,happy,1.25
sample_00001333,neutral,0.0
sample_00004439,angry,-1.75
sample_00003205,happy,2.5
sample_00001436,worried,-0.5
sample_00004898,neutral,-0.25
sample_00003142,happy,3.0
sample_00003120,happy,1.5
sample_00003988,angry,-1.75
sample_00005129,worried,-0.5
sample_00004316,angry,-2.0
sample_00003456,worried,-0.5
sample_00004047,happy,0.75
sample_00002156,happy,1.75
sample_00002424,neutral,1.0
sample_00000329,happy,1.5
sample_00006311,worried,0.5
sample_00000757,happy,0.75
sample_00001274,happy,1.0
sample_00002368,neutral,-0.5
sample_00002249,happy,2.0
sample_00006211,angry,-2.25
sample_00004401,worried,0.0
sample_00003423,neutral,1.0
sample_00000706,worried,-0.75
sample_00003850,happy,2.25
sample_00002694,worried,0.25
sample_00002184,angry,-2.75
sample_00003363,happy,0.5
sample_00004005,happy,1.5
sample_00006065,worried,-0.5
sample_00006833,happy,2.25
sample_00002190,happy,1.0
sample_00001472,happy,2.5
sample_00002439,worried,-1.25
sample_00006429,angry,-2.25
sample_00003486,angry,-2.25
sample_00001718,neutral,0.75
sample_00004215,neutral,-1.25
sample_00004027,angry,-1.75
sample_00003762,worried,-1.0
sample_00001748,angry,-0.75
sample_00002393,neutral,0.0
sample_00004471,happy,1.5
sample_00000628,happy,1.75
sample_00004536,neutral,0.25
sample_00006100,sad,-2.0
sample_00000697,worried,-1.5
sample_00004605,angry,-3.75
sample_00005530,angry,-1.75
sample_00004720,happy,1.25
sample_00005510,happy,1.0
sample_00004236,angry,-2.75
sample_00004344,neutral,-0.75
sample_00002521,happy,1.25
sample_00003320,happy,1.75
sample_00002352,surprise,2.5
sample_00004979,angry,-2.25
sample_00004716,neutral,0.75
sample_00006863,happy,0.75
sample_00002871,angry,-4.5
sample_00003441,happy,1.5
sample_00006400,neutral,-0.5
sample_00004870,angry,-1.25
sample_00003604,angry,-1.75
sample_00000127,neutral,0.25
sample_00003769,neutral,-1.25
sample_00000525,surprise,0.5
sample_00005439,happy,1.75
sample_00000835,angry,-3.0
sample_00001928,neutral,-0.5
sample_00000859,angry,-2.5
sample_00003595,worried,-2.0
sample_00003853,worried,-0.75
sample_00003874,happy,1.25
sample_00002625,neutral,0.0
sample_00004360,sad,-1.5
sample_00000019,sad,-2.5
sample_00005826,sad,-1.25
sample_00001449,happy,3.25
sample_00001084,neutral,-0.25
sample_00003007,surprise,-0.25
sample_00004750,worried,-1.0
sample_00006373,happy,1.25
sample_00002313,angry,-3.0
sample_00001466,sad,-1.75
sample_00005713,worried,0.25
sample_00004370,worried,0.0
sample_00003332,happy,2.25
sample_00005740,worried,-0.25
sample_00001943,happy,1.5
sample_00001634,happy,2.0
sample_00000086,sad,-2.75
sample_00001382,happy,1.5
sample_00005117,happy,1.75
sample_00006524,sad,-2.0
sample_00004751,sad,-2.25
sample_00003334,happy,1.75
sample_00001329,angry,-3.25
sample_00004723,angry,-2.5
sample_00006539,angry,-1.75
sample_00000479,neutral,-0.25
sample_00005587,worried,-0.5
sample_00005004,happy,2.5
sample_00001708,worried,-1.75
sample_00001879,neutral,-0.5
sample_00004553,sad,-2.0
sample_00005294,neutral,-2.0
sample_00004133,happy,1.75
sample_00000818,angry,-2.75
sample_00006073,happy,1.75
sample_00003380,neutral,0.0
sample_00003282,neutral,0.0
sample_00006353,happy,-0.75
sample_00006304,neutral,-0.25
sample_00006533,angry,-1.5
sample_00002815,neutral,0.5
sample_00000312,angry,-1.75
sample_00001947,sad,-0.75
sample_00004348,surprise,3.0
sample_00006928,worried,-0.5
sample_00006817,worried,0.5
sample_00004048,worried,-1.5
sample_00004891,happy,2.5
sample_00004603,happy,2.25
sample_00003999,angry,-2.5
sample_00004894,neutral,-0.75
sample_00003490,neutral,0.25
sample_00002752,sad,-1.0
sample_00004456,worried,-2.5
sample_00001639,happy,1.25
sample_00002290,neutral,-0.25
sample_00000927,happy,2.0
sample_00001425,worried,0.25
sample_00004938,neutral,-0.25
sample_00005564,angry,-3.0
sample_00006145,sad,-3.25
sample_00004410,neutral,-1.0
sample_00004552,neutral,0.25
sample_00002015,surprise,0.75
sample_00003354,sad,-1.5
sample_00001210,sad,-1.75
sample_00001799,angry,-2.0
sample_00005923,worried,-1.0
sample_00002743,angry,-0.5
sample_00006917,neutral,-0.5
sample_00001423,happy,1.0
sample_00002140,neutral,-1.0
sample_00002562,happy,2.75
sample_00001894,neutral,-1.0
sample_00005412,angry,-1.5
sample_00003736,sad,-1.25
sample_00003834,neutral,0.0
sample_00005830,angry,-1.5
sample_00004893,surprise,0.0
sample_00003792,worried,0.25
sample_00005529,happy,1.75
sample_00002555,angry,-3.0
sample_00001016,angry,-2.75
sample_00003562,neutral,-0.75
sample_00004298,angry,-3.0
sample_00003290,happy,0.5
sample_00006399,happy,1.75
sample_00003136,sad,-1.5
sample_00000233,sad,-3.25
sample_00001814,angry,-1.75
sample_00000487,happy,1.25
sample_00004982,neutral,0.5
sample_00004580,angry,-2.75
sample_00005353,angry,-2.25
sample_00000595,angry,-3.5
sample_00005114,surprise,-0.5
sample_00005975,sad,-3.25
sample_00006541,happy,1.25
sample_00000999,neutral,-0.25
sample_00000991,worried,-1.75
sample_00003258,neutral,0.0
sample_00004948,happy,3.5
sample_00003945,angry,-2.75
sample_00002888,angry,-3.0
sample_00000790,angry,-4.0
sample_00006860,neutral,0.5
sample_00000234,happy,1.75
sample_00006269,neutral,-0.5
sample_00006375,happy,1.5
sample_00003330,sad,-1.25
sample_00003446,neutral,0.25
sample_00002987,angry,-1.75
sample_00003991,happy,2.25
sample_00003219,sad,-3.0
sample_00000002,angry,-1.75
sample_00005717,happy,1.5
sample_00005272,angry,-3.0
sample_00005765,angry,-2.0
sample_00003648,angry,-2.0
sample_00000093,happy,2.0
sample_00005347,happy,2.5
sample_00006731,sad,-1.75
sample_00001168,worried,-1.0
sample_00005927,angry,-2.25
sample_00005811,happy,0.5
sample_00000269,happy,2.0
sample_00004415,neutral,-0.5
sample_00001601,angry,-2.5
sample_00001373,surprise,-1.25
sample_00002623,sad,-1.5
sample_00006628,neutral,0.25
sample_00006781,happy,2.0
sample_00002913,worried,-3.5
sample_00004499,worried,-0.5
sample_00003953,happy,0.5
sample_00002574,neutral,0.0
sample_00004478,happy,0.5
sample_00000091,worried,-0.5
sample_00004652,neutral,-0.25
sample_00005738,worried,-0.5
sample_00000955,angry,-1.0
sample_00005264,worried,-2.0
sample_00001704,worried,-1.25
sample_00002168,happy,2.0
sample_00000252,worried,0.75
sample_00004939,sad,-3.5
sample_00001412,angry,-1.5
sample_00001046,neutral,-0.25
sample_00002396,angry,-2.0
sample_00002532,happy,2.25
sample_00001442,angry,-3.5
sample_00002518,sad,-1.5
sample_00002597,neutral,0.25
sample_00001780,neutral,-0.75
sample_00003304,angry,-1.75
sample_00002267,worried,-0.75
sample_00004989,neutral,-0.75
sample_00005734,angry,-1.5
sample_00003580,surprise,-0.5
sample_00004466,angry,-2.5
sample_00003585,happy,2.0
sample_00005542,neutral,-0.5
sample_00006297,angry,-1.25
sample_00004608,worried,-2.0
sample_00004953,angry,-4.5
sample_00001085,neutral,0.0
sample_00002557,surprise,-1.0
sample_00001529,worried,-0.5
sample_00004629,sad,-3.25
sample_00000548,angry,-2.0
sample_00004023,worried,-0.75
sample_00003860,neutral,-0.5
sample_00004642,neutral,0.75
sample_00001280,neutral,0.5
sample_00000751,neutral,-0.25
sample_00000872,worried,-1.75
sample_00006047,angry,-4.25
sample_00004494,happy,2.0
sample_00004578,neutral,-0.75
sample_00000973,neutral,-1.75
sample_00002844,happy,2.25
sample_00005804,happy,3.75
sample_00003180,happy,2.0
sample_00004797,neutral,-1.25
sample_00004710,worried,-1.25
sample_00006872,neutral,0.0
sample_00006746,worried,-0.25
sample_00001752,worried,-2.5
sample_00002358,happy,2.0
sample_00004429,angry,-4.25
sample_00003667,angry,-3.5
sample_00001078,neutral,0.25
sample_00003675,worried,-0.75
sample_00000844,neutral,-0.5
sample_00001196,worried,-1.75
sample_00003082,angry,-1.75
sample_00005378,worried,-2.25
sample_00004085,sad,-2.25
sample_00000719,sad,-1.75
sample_00004878,angry,-2.25
sample_00001933,neutral,0.0
sample_00002994,neutral,1.0
sample_00005039,neutral,0.0
sample_00003592,angry,-1.0
sample_00004022,angry,-2.25
sample_00001451,happy,2.0
sample_00001806,surprise,1.0
sample_00002002,angry,-2.5
sample_00002748,neutral,-0.5
sample_00006528,worried,-2.5
sample_00007025,angry,-3.25
sample_00000713,happy,1.0
sample_00002683,happy,2.5
sample_00005143,worried,-0.25
sample_00006644,angry,-2.0
sample_00002767,worried,-1.0
sample_00006416,neutral,0.25
sample_00006391,angry,-3.5
sample_00003243,happy,0.5
sample_00004865,angry,-1.75
sample_00006782,sad,-1.75
sample_00000874,happy,2.0
sample_00006227,angry,-0.75
sample_00000625,worried,-1.75
sample_00000280,worried,-0.5
sample_00004700,sad,-1.25
sample_00002763,angry,-2.0
sample_00001671,happy,2.25
sample_00000619,sad,-2.5
sample_00000809,sad,-4.0
sample_00003883,angry,-2.5
sample_00005229,worried,-1.0
sample_00004105,worried,-1.0
sample_00001628,sad,-2.25
sample_00000188,neutral,-1.0
sample_00002013,neutral,1.0
sample_00004148,surprise,-1.5
sample_00000970,worried,-1.25
sample_00000448,neutral,0.0
sample_00005326,angry,-3.0
sample_00006290,angry,-4.25
sample_00006517,sad,-2.75
sample_00006614,angry,-1.5
sample_00004249,worried,-2.5
sample_00001460,neutral,0.0
sample_00003140,worried,-2.25
sample_00001235,angry,-1.75
sample_00004423,sad,-2.5
sample_00004156,neutral,1.25
sample_00001308,sad,-3.5
sample_00006104,sad,-2.75
sample_00002961,angry,-2.25
sample_00001783,happy,1.5
sample_00006835,happy,1.0
sample_00005617,neutral,0.0
sample_00003696,worried,-2.0
sample_00002567,sad,-1.75
sample_00001206,angry,-1.0
sample_00002860,neutral,0.5
sample_00005887,surprise,0.25
sample_00002819,happy,1.0
sample_00000107,happy,1.5
sample_00004664,angry,-2.25
sample_00001222,angry,-1.75
sample_00006769,surprise,-0.5
sample_00003271,worried,-1.75
sample_00002083,angry,-2.75
sample_00005463,sad,-1.0
sample_00002250,surprise,-0.25
sample_00002826,angry,-4.75
